"id","host_since","host_location","host_response_time","host_response_rate","host_neighborhood","host_has_profile_pic","host_identity_verified","street","neighborhood","city","suburb","state","zipcode","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month","properties.ABB_NAME"
5699685,"3/18/2015","Melbourne, Victoria, Australia","within an hour","100%","","t","f","Abbotsford, VIC, Australia","Abbotsford","Yarra","Abbotsford","VIC","3067","Abbotsford, Australia",-37.79876641,144.997067,"f","Apartment","Private room",2,1,1,1,"Real Bed","{Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Elevator,""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",75,550,NA,NA,NA,1,1,14,43,97,0.95,"Yarra"
5709371,"11/16/2012","Australia","N/A","N/A","","t","t","Mt Waverley, VIC, Australia","","Monash","Mt Waverley","VIC","3149","Mt Waverley, Australia",-37.89627913,145.1142077,"f","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Long term stays allowed"",Other}",50,315,1100,NA,NA,1,2,1125,24,97,0.54,"Monash"
5719869,"3/19/2015","Elsternwick, Victoria, Australia","N/A","N/A","","t","t","Elsternwick, VIC, Australia","Caulfield","Glen Eira","Elsternwick","Victoria","3185","Elsternwick, Australia",-37.89572566,145.0097335,"f","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Washer,""Smoke detector"",""First aid kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",65,350,1100,600,50,1,1,1125,6,90,0.13,"Glen Eira"
5722038,"7/20/2012","Melbourne, Victoria, Australia","within an hour","100%","Central Business District","t","t","Melbourne, VIC, Australia","Central Business District","Melbourne","Melbourne","VIC","3000","Melbourne, Australia",-37.81019629,144.9679812,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",118,860,3298,150,48,2,2,1125,98,96,2.25,"Melbourne"
5723404,"1/26/2015","Melbourne, Victoria, Australia","N/A","N/A","Malvern East","t","f","Malvern East, VIC, Australia","","Stonnington","Malvern East","VIC","3145","Malvern East, Australia",-37.88003375,145.0795287,"t","House","Private room",2,1,1,2,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",Other,""Fixed grab bars for shower"",""Fixed grab bars for toilet""}",53,350,1500,NA,NA,1,1,5,0,NA,NA,"Stonnington"
5739222,"7/20/2013","AU","within an hour","100%","","t","f","Kalorama, VIC, Australia","","Yarra Ranges","Kalorama","VIC","3766","Kalorama, Australia",-37.81789392,145.3753702,"t","House","Private room",2,1,1,1,"Real Bed","{TV,Wifi,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Patio or balcony"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",Other}",109,630,NA,NA,NA,1,1,1125,298,99,6.66,"Yarra Ranges"
5739457,"12/31/2010","Port Melbourne, Victoria, Australia","within a few hours","100%","Port Melbourne","t","f","Port Melbourne, VIC, Australia","Port Melbourne","Port Phillip","Port Melbourne","Victoria","3207","Port Melbourne, Australia",-37.83620268,144.9393011,"t","House","Entire home/apt",5,2,3,4,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Other pet(s)"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Outlet covers"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard""}",190,1000,NA,500,80,4,4,30,39,96,0.93,"Port Phillip"
5739554,"6/6/2011","Hawthorn East, Victoria, Australia","within a day","100%","Hawthorn","t","t","Melbourne, VIC, Australia","Hawthorn","Boroondara","Melbourne","VIC","","Melbourne, Australia",-37.81807082,145.0587477,"t","House","Private room",7,3,3,3,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Essentials}",350,2000,NA,500,150,1,5,7,1,80,0.03,"Boroondara"
5739642,"4/19/2014","South Yarra, Victoria, Australia","N/A","N/A","South Yarra","t","t","South Yarra, VIC, Australia","South Yarra","Stonnington","South Yarra","VIC","3141","South Yarra, Australia",-37.84038441,144.9866841,"t","House","Entire home/apt",6,2,3,4,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Changing table"",""High chair"",""Children’s books and toys"",Crib,""Children’s dinnerware"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed"",""Host greets you""}",251,1200,4500,500,95,1,14,1125,3,93,0.07,"Stonnington"
5740492,"2/6/2015","Melbourne, Victoria, Australia","within a few hours","100%","Docklands","t","f","Docklands, VIC, Australia","Docklands","Melbourne","Docklands","VIC","3008","Docklands, Australia",-37.82203131,144.9530979,"t","Apartment","Entire home/apt",4,1,2,0,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Host greets you""}",197,1400,4500,300,80,1,2,1125,83,98,1.85,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5741639,"2/23/2014","Victoria, Australia","within an hour","100%","St Kilda","t","t","St Kilda, VIC, Australia","St Kilda","Port Phillip","St Kilda","Victoria","3182","St Kilda, Australia",-37.86472013,144.9768712,"t","Apartment","Entire home/apt",4,2,2,3,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""High chair"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Full kitchen""}",138,1050,4000,0,88,1,3,800,126,97,2.89,"Port Phillip"
5749677,"10/5/2014","Victoria, Australia","within an hour","100%","","t","t","Reservoir, VIC, Australia","","Darebin","Reservoir","VIC","3073","Reservoir, Australia",-37.71366158,144.9872984,"f","Bungalow","Entire home/apt",4,1,2,2,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Cleaning before checkout"",""Wide doorway"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",""Lake access""}",89,550,1650,500,NA,1,5,1125,112,94,2.62,"Darebin"
5750228,"3/22/2015","Melbourne, Victoria, Australia","N/A","N/A","Port Melbourne","t","f","Port Melbourne, VIC, Australia","","Port Phillip","Port Melbourne","VIC","3207","Port Melbourne, Australia",-37.84308207,144.9424881,"t","Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,""Pets live on this property"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed""}",590,3500,NA,1000,NA,3,7,1125,1,NA,0.1,"Port Phillip"
5750302,"3/22/2015","Melbourne, Victoria, Australia","N/A","N/A","Brunswick","t","f","Brunswick, VIC, Australia","Brunswick","Moreland","Brunswick","VIC","3056","Brunswick, Australia",-37.76464568,144.9686733,"t","House","Private room",1,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",60,300,1400,NA,NA,1,2,1125,82,97,1.94,"Moreland"
5752124,"6/20/2014","Melbourne, Victoria, Australia","N/A","N/A","Balwyn North","t","t","Balwyn North, VIC, Australia","Balwyn North","Boroondara","Balwyn North","VIC","3104","Balwyn North, Australia",-37.78946448,145.0700116,"t","House","Entire home/apt",6,2,4,6,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",599,4000,14000,NA,NA,1,7,22,0,NA,NA,"Boroondara"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5755583,"11/16/2012","Australia","N/A","N/A","","t","t","Mt Waverley, VIC, Australia","","Monash","Mt Waverley","VIC","3149","Mt Waverley, Australia",-37.8965365,145.1123928,"f","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Ethernet connection"",""Long term stays allowed"",Other}",50,315,1101,NA,NA,1,2,1125,42,98,0.95,"Monash"
5761661,"3/16/2015","Melbourne, Victoria, Australia","N/A","N/A","","t","t","Greensborough, VIC, Australia","","Banyule","Greensborough","VIC","3088","Greensborough, Australia",-37.7120881,145.1090636,"t","Apartment","Entire home/apt",2,1,2,2,"Real Bed","{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials}",46,300,1150,200,NA,1,21,39,0,NA,NA,"Banyule"
5761912,"10/16/2014","Victoria, Australia","within an hour","100%","South Yarra","t","t","South Yarra, VIC, Australia","South Yarra","Stonnington","South Yarra","VIC","3141","South Yarra, Australia",-37.83727272,144.9930035,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway""}",100,765,3000,300,70,2,2,1125,152,97,3.41,"Stonnington"
5762622,"3/23/2015","Melbourne, Victoria, Australia","within a few hours","100%","North Melbourne","t","f","North Melbourne, VIC, Australia","North Melbourne","Melbourne","North Melbourne","VIC","3051","North Melbourne, Australia",-37.80507523,144.9527681,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Free parking on premises"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Step-free access"",""Step-free access"",""Wide clearance to bed""}",155,900,NA,200,45,1,2,7,34,96,0.76,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5772072,"3/24/2015","Mount Dandenong, Victoria, Australia","within a few hours","100%","","t","t","Mount Dandenong, VIC, Australia","","Yarra Ranges","Mount Dandenong","Victoria","3788","Mount Dandenong, Australia",-37.83449903,145.3699678,"t","Bed and breakfast","Entire home/apt",5,1,2,3,"Real Bed","{TV,Wifi,""Free parking on premises"",Breakfast,""Pets live on this property"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo}",289,1600,NA,NA,NA,1,2,1125,2,100,0.04,"Yarra Ranges"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5774594,"3/22/2015","Elwood, Victoria, Australia","within an hour","100%","Elwood","t","t","Elwood, VIC, Australia","Elwood","Port Phillip","Elwood","VIC","3184","Elwood, Australia",-37.88572632,144.9830276,"t","Apartment","Entire home/apt",3,1,2,2,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Handheld shower head""}",120,700,2600,450,90,2,2,24,27,93,0.66,"Port Phillip"
5774999,"2/2/2012","Melbourne, Victoria, Australia","within an hour","100%","","t","t","Richmond, VIC, Australia","Richmond","Yarra","Richmond","VIC","3121","Richmond, Australia",-37.81522026,145.0046255,"f","Apartment","Entire home/apt",2,1,1,1,"Pull-out Sofa","{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Washer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",97,750,2800,300,50,1,2,90,64,96,1.55,"Yarra"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5785393,"3/25/2015","Victoria, Australia","within an hour","100%","Southbank","t","t","Southbank, VIC, Australia","Southbank","Melbourne","Southbank","VIC","3006","Southbank, Australia",-37.82142975,144.961505,"t","Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Dishwasher,""Smart TV"",""DVD player"",Balcony,""Espresso machine"",""Pillow-top mattress"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",444,2548,NA,600,NA,4,1,365,54,96,1.21,"Melbourne"
5786895,"3/26/2015","Caulfield North, Victoria, Australia","within a few hours","90%","Caulfield","t","f","Caulfield North, VIC, Australia","Caulfield","Glen Eira","Caulfield North","Victoria","3161","Caulfield North, Australia",-37.87553307,145.0129147,"t","Townhouse","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""First aid kit"",Shampoo}",36,330,1300,0,20,1,1,1125,35,90,0.8,"Glen Eira"
5787409,"3/23/2015","Healesville, Victoria, Australia","within a day","100%","","t","t","Healesville, VIC, Australia","","Yarra Ranges","Healesville","Victoria","3777","Healesville, Australia",-37.64558764,145.5258076,"t","Cottage","Entire home/apt",4,1,2,2,"Real Bed","{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens""}",220,1200,4500,400,80,4,2,1125,31,96,0.7,"Yarra Ranges"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5797365,"4/29/2013","Melbourne, Victoria, Australia","within a day","100%","South Yarra","t","t","South Yarra, VIC, Australia","South Yarra","Stonnington","South Yarra","VIC","3141","South Yarra, Australia",-37.84219395,144.9936221,"t","House","Entire home/apt",4,1,2,2,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials}",350,2512,7540,1004,100,1,5,1125,0,NA,NA,"Stonnington"
5807543,"3/26/2015","Melbourne, Victoria, Australia","within an hour","100%","Richmond","t","t","Richmond, VIC, Australia","Richmond","Yarra","Richmond","Victoria","3121","Richmond, Australia",-37.81862871,145.0001344,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",162,1200,4200,395,80,1,2,1125,95,96,2.17,"Yarra"
5807793,"12/20/2014","Melbourne, Victoria, Australia","within an hour","100%","Fitzroy North","t","t","Fitzroy North, VIC, Australia","Fitzroy North","Yarra","Fitzroy North","VIC","3068","Fitzroy North, Australia",-37.78998504,144.9809536,"t","House","Entire home/apt",4,1,3,5,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Dishwasher,Oven,""BBQ grill"",Waterfront,""Ceiling fan"",Terrace,""Sound system"",""Gas oven"",""Projector and screen"",""Breakfast table"",""Espresso machine"",""Formal dining area"",""Convection oven"",Netflix,""Pillow-top mattress"",""Outdoor seating"",""Soaking tub"",""Bedroom comforts"",""Bathroom essentials""}",220,1050,NA,500,75,4,2,1125,58,97,1.3,"Yarra"
5808188,"1/8/2013","Melbourne, Victoria, Australia","within a few hours","100%","","t","t","Manningham, VIC, Australia","","Manningham","Manningham","VIC","3107","Manningham, Australia",-37.77364373,145.1108641,"t","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",47,300,1200,0,20,1,1,1125,14,99,0.32,"Manningham"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5816182,"7/6/2014","Victoria, Australia","within an hour","100%","","t","t","Doncaster East, VIC, Australia","","Manningham","Doncaster East","VIC","3109","Doncaster East, Australia",-37.79207249,145.1585309,"t","Villa","Private room",2,0.5,1,1,"Real Bed","{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Host greets you""}",68,2380,6880,0,10,1,2,45,2,90,0.1,"Manningham"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5826611,"9/7/2014","Melbourne, Victoria, Australia","a few days or more","0%","Caulfield","t","t","Glen Huntly, VIC, Australia","Caulfield","Glen Eira","Glen Huntly","VIC","3163","Glen Huntly, Australia",-37.88752824,145.0430339,"t","House","Entire home/apt",6,1,3,3,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard""}",163,976,3444,200,30,4,7,1125,7,97,0.18,"Glen Eira"
